Image_Path,x1,y1,x2,y2,class
Data\Train\Images\1702_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1703_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1703_1.jpg,0.336,0.276,0.696,0.716,1
Data\Train\Images\1704_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1705_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1706_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1707_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1708_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\170_1.jpg,0.36,0.296,0.688,0.728,1
Data\Train\Images\1711_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1712_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1712_1.jpg,0.276,0.292,0.64,0.756,1
Data\Train\Images\1713_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1714_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1715_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1716_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1717_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1718_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\171_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\171_1.jpg,0.336,0.276,0.688,0.732,1
Data\Train\Images\1720_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1721_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1721_1.jpg,0.332,0.288,0.688,0.732,1
Data\Train\Images\1723_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1724_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1725_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1727_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1727_1.jpg,0.3,0.272,0.688,0.776,1
Data\Train\Images\1728_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1729_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\172_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\172_1.jpg,0.304,0.252,0.72,0.772,1
Data\Train\Images\1730_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1730_1.jpg,0.296,0.268,0.7,0.78,1
Data\Train\Images\1731_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1731_1.jpg,0.296,0.252,0.696,0.764,1
Data\Train\Images\1732_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1732_1.jpg,0.3,0.288,0.66,0.744,1
Data\Train\Images\1733_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1734_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1735_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1736_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1737_1.jpg,0.336,0.312,0.656,0.712,1
Data\Train\Images\1738_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1739_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\173_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1740_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1742_1.jpg,0.312,0.272,0.676,0.732,1
Data\Train\Images\1743_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1744_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1744_1.jpg,0.26,0.256,0.668,0.776,1
Data\Train\Images\1745_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1745_1.jpg,0.324,0.26,0.696,0.728,1
Data\Train\Images\1746_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1746_1.jpg,0.324,0.256,0.704,0.728,1
Data\Train\Images\1747_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1747_1.jpg,0.332,0.284,0.684,0.724,1
Data\Train\Images\1748_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1749_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\174_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\174_1.jpg,0.344,0.28,0.7,0.748,1
Data\Train\Images\1750_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1751_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1752_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1753_1.jpg,0.3,0.284,0.636,0.696,1
Data\Train\Images\1754_1.jpg,0.36,0.264,0.712,0.74,1
Data\Train\Images\1755_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1755_1.jpg,0.312,0.288,0.664,0.74,1
Data\Train\Images\1756_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1758_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1758_1.jpg,0.348,0.336,0.676,0.736,1
Data\Train\Images\1759_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1759_1.jpg,0.312,0.28,0.652,0.72,1
Data\Train\Images\175_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\175_1.jpg,0.316,0.252,0.672,0.752,1
Data\Train\Images\1760_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1761_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1762_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1762_1.jpg,0.284,0.292,0.64,0.748,1
Data\Train\Images\1763_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1763_1.jpg,0.316,0.3,0.66,0.752,1
Data\Train\Images\1765_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1766_1.jpg,0.336,0.26,0.72,0.736,1
Data\Train\Images\1767_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1767_1.jpg,0.304,0.296,0.668,0.768,1
Data\Train\Images\1769_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\176_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1770_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1771_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1771_1.jpg,0.296,0.276,0.684,0.756,1
Data\Train\Images\1772_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1773_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1773_1.jpg,0.304,0.264,0.668,0.744,1
Data\Train\Images\1774_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1775_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1777_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1778_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1778_1.jpg,0.344,0.284,0.708,0.756,1
Data\Train\Images\1779_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1779_1.jpg,0.28,0.264,0.644,0.744,1
Data\Train\Images\177_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\177_1.jpg,0.328,0.296,0.688,0.728,1
Data\Train\Images\1780_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1780_1.jpg,0.328,0.276,0.684,0.744,1
Data\Train\Images\1781_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1782_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1783_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1784_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1785_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1787_1.jpg,0.312,0.292,0.672,0.74,1
Data\Train\Images\1788_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1789_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\178_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1790_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1790_1.jpg,0.316,0.252,0.688,0.748,1
Data\Train\Images\1791_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1791_1.jpg,0.308,0.284,0.688,0.76,1
Data\Train\Images\1792_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1792_1.jpg,0.308,0.284,0.668,0.724,1
Data\Train\Images\1793_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1793_1.jpg,0.312,0.232,0.712,0.712,1
Data\Train\Images\1794_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1795_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1796_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1797_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1798_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1798_1.jpg,0.316,0.26,0.7,0.744,1
Data\Train\Images\1799_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1799_1.jpg,0.316,0.276,0.692,0.704,1
Data\Train\Images\179_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\179_1.jpg,0.336,0.308,0.668,0.728,1
Data\Train\Images\17_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1800_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1802_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1803_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1803_1.jpg,0.336,0.304,0.684,0.732,1
Data\Train\Images\1804_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1804_1.jpg,0.32,0.28,0.676,0.736,1
Data\Train\Images\1805_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1806_1.jpg,0.28,0.276,0.656,0.736,1
Data\Train\Images\1807_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1807_1.jpg,0.312,0.268,0.644,0.704,1
Data\Train\Images\1808_1.jpg,0.268,0.228,0.708,0.768,1
Data\Train\Images\1809_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\180_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\180_1.jpg,0.336,0.284,0.732,0.764,1
Data\Train\Images\1810_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1811_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1811_1.jpg,0.292,0.296,0.652,0.756,1
Data\Train\Images\1812_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1813_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1814_1.jpg,0.324,0.292,0.72,0.752,1
Data\Train\Images\1815_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1815_1.jpg,0.292,0.28,0.66,0.752,1
Data\Train\Images\1816_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1817_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1818_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1818_1.jpg,0.28,0.256,0.664,0.744,1
Data\Train\Images\1819_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\181_1.jpg,0.328,0.26,0.712,0.732,1
Data\Train\Images\1820_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1820_1.jpg,0.308,0.276,0.66,0.728,1
Data\Train\Images\1821_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1822_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1823_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1824_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1824_1.jpg,0.28,0.264,0.656,0.736,1
Data\Train\Images\1825_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1825_1.jpg,0.344,0.284,0.72,0.752,1
Data\Train\Images\1826_1.jpg,0.236,0.272,0.644,0.784,1
Data\Train\Images\1827_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1828_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1829_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1829_1.jpg,0.284,0.268,0.688,0.784,1
Data\Train\Images\182_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1830_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1831_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1832_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1834_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1834_1.jpg,0.276,0.292,0.648,0.74,1
Data\Train\Images\1836_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1839_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\183_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1841_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1842_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1843_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1844_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1845_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1846_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1846_1.jpg,0.316,0.276,0.724,0.788,1
Data\Train\Images\1847_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1847_1.jpg,0.364,0.256,0.744,0.736,1
Data\Train\Images\1848_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1849_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1849_1.jpg,0.324,0.272,0.708,0.736,1
Data\Train\Images\184_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\184_1.jpg,0.344,0.268,0.692,0.732,1
Data\Train\Images\1850_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1851_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1851_1.jpg,0.336,0.284,0.712,0.724,1
Data\Train\Images\1852_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1852_1.jpg,0.284,0.26,0.672,0.756,1
Data\Train\Images\1853_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1853_1.jpg,0.328,0.268,0.7,0.744,1
Data\Train\Images\1854_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1854_1.jpg,0.292,0.276,0.676,0.768,1
Data\Train\Images\1855_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1856_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1856_1.jpg,0.372,0.296,0.748,0.76,1
Data\Train\Images\1858_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1858_1.jpg,0.348,0.26,0.728,0.756,1
Data\Train\Images\1859_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1859_1.jpg,0.328,0.292,0.724,0.764,1
Data\Train\Images\185_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1860_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1860_1.jpg,0.388,0.292,0.724,0.732,1
Data\Train\Images\1861_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1862_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1862_1.jpg,0.268,0.264,0.632,0.748,1
Data\Train\Images\1863_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1863_1.jpg,0.24,0.264,0.7,0.824,1
Data\Train\Images\1864_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1864_1.jpg,0.308,0.296,0.684,0.768,1
Data\Train\Images\1865_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1865_1.jpg,0.312,0.24,0.704,0.756,1
Data\Train\Images\1866_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1868_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1868_1.jpg,0.26,0.26,0.628,0.76,1
Data\Train\Images\1869_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1869_1.jpg,0.312,0.264,0.704,0.756,1
Data\Train\Images\186_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1870_1.jpg,0.236,0.268,0.632,0.772,1
Data\Train\Images\1871_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1872_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1872_1.jpg,0.36,0.296,0.72,0.744,1
Data\Train\Images\1873_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1874_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1875_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1875_1.jpg,0.304,0.248,0.68,0.732,1
Data\Train\Images\1876_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1876_1.jpg,0.352,0.292,0.688,0.712,1
Data\Train\Images\1877_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1877_1.jpg,0.26,0.212,0.732,0.848,1
Data\Train\Images\1878_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1879_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\187_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1880_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1881_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1883_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1883_1.jpg,0.384,0.284,0.732,0.732,1
Data\Train\Images\1884_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1884_1.jpg,0.32,0.28,0.708,0.76,1
Data\Train\Images\1885_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1886_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1887_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1887_1.jpg,0.284,0.26,0.66,0.728,1
Data\Train\Images\1888_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1888_1.jpg,0.36,0.26,0.704,0.708,1
Data\Train\Images\1889_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\188_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1890_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1890_1.jpg,0.26,0.248,0.764,0.848,1
Data\Train\Images\1891_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1891_1.jpg,0.272,0.292,0.632,0.728,1
Data\Train\Images\1892_1.jpg,0.336,0.3,0.696,0.744,1
Data\Train\Images\1893_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1894_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1894_1.jpg,0.324,0.3,0.676,0.74,1
Data\Train\Images\1895_1.jpg,0.176,0.272,0.592,0.828,1
Data\Train\Images\1897_1.jpg,0.276,0.264,0.664,0.768,1
Data\Train\Images\1898_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1898_1.jpg,0.312,0.292,0.66,0.728,1
Data\Train\Images\189_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\189_1.jpg,0.324,0.28,0.688,0.736,1
Data\Train\Images\18_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1900_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1901_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1902_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1903_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1904_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1905_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1906_1.jpg,0.336,0.252,0.696,0.728,1
Data\Train\Images\1907_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1908_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1909_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1909_1.jpg,0.324,0.284,0.692,0.76,1
Data\Train\Images\190_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1910_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1910_1.jpg,0.3,0.272,0.692,0.772,1
Data\Train\Images\1911_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1911_1.jpg,0.3,0.308,0.636,0.72,1
Data\Train\Images\1913_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1913_1.jpg,0.324,0.292,0.684,0.768,1
Data\Train\Images\1914_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1914_1.jpg,0.32,0.268,0.684,0.728,1
Data\Train\Images\1915_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1916_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1917_1.jpg,0.34,0.34,0.656,0.74,1
Data\Train\Images\1918_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1918_1.jpg,0.332,0.292,0.68,0.752,1
Data\Train\Images\1919_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\191_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1920_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1920_1.jpg,0.324,0.276,0.684,0.728,1
Data\Train\Images\1921_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1921_1.jpg,0.356,0.288,0.712,0.732,1
Data\Train\Images\1922_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1923_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1923_1.jpg,0.316,0.292,0.672,0.74,1
Data\Train\Images\1924_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1925_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1925_1.jpg,0.34,0.296,0.696,0.744,1
Data\Train\Images\1926_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1926_1.jpg,0.3,0.284,0.692,0.764,1
Data\Train\Images\1927_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1928_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1928_1.jpg,0.352,0.276,0.712,0.728,1
Data\Train\Images\1929_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\192_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\192_1.jpg,0.344,0.304,0.684,0.752,1
Data\Train\Images\1930_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1931_1.jpg,0.344,0.272,0.684,0.74,1
Data\Train\Images\1932_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1933_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1933_1.jpg,0.316,0.288,0.692,0.736,1
Data\Train\Images\1934_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1935_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1936_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1938_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1938_1.jpg,0.352,0.284,0.704,0.744,1
Data\Train\Images\1939_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1939_1.jpg,0.328,0.252,0.744,0.788,1
Data\Train\Images\193_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1940_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1941_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1942_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1943_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1944_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1945_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1946_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1946_1.jpg,0.312,0.28,0.684,0.748,1
Data\Train\Images\1947_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1949_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1949_1.jpg,0.332,0.288,0.672,0.716,1
Data\Train\Images\194_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1950_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1951_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1952_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1952_1.jpg,0.312,0.26,0.68,0.748,1
Data\Train\Images\1953_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1953_1.jpg,0.256,0.228,0.672,0.764,1
Data\Train\Images\1954_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1955_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1956_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1956_1.jpg,0.304,0.26,0.688,0.732,1
Data\Train\Images\1957_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1958_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1959_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\195_1.jpg,0.324,0.3,0.644,0.696,1
Data\Train\Images\1960_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1961_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1961_1.jpg,0.3,0.26,0.688,0.736,1
Data\Train\Images\1962_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1964_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1964_1.jpg,0.26,0.28,0.672,0.756,1
Data\Train\Images\1965_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1966_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1967_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1968_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1969_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1969_1.jpg,0.332,0.256,0.72,0.764,1
Data\Train\Images\196_1.jpg,0.312,0.292,0.664,0.732,1
Data\Train\Images\1970_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1971_1.jpg,0.304,0.28,0.66,0.74,1
Data\Train\Images\1972_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1972_1.jpg,0.276,0.252,0.664,0.736,1
Data\Train\Images\1973_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1973_1.jpg,0.296,0.28,0.62,0.708,1
Data\Train\Images\1975_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1976_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1977_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1977_1.jpg,0.32,0.28,0.696,0.756,1
Data\Train\Images\1978_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1978_1.jpg,0.32,0.28,0.7,0.752,1
Data\Train\Images\1979_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\197_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1980_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1981_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1982_0.jpg,0.0,0.0,0.0,0.0,0
